2136.15,269.2,271.6,1231.9,1007.65,1737.25,1099.95,921.3,285.6,543.3,373.8,261.9,1305.6,1337,8534.95,787.6,575.45,711.95,249.3,174.05,524.5,1042.75,949.7,403.95,1410.25,322.15,386.15,2512.1,76.1,859.75
2108.05,259.3,266.05,1306.75,986.35,1670.8,1085.15,972.95,275.5,510.4,381,261.4,1264.1,1341.8,8821.2,811.3,567.85,656.45,235.75,155.95,614.95,978.95,1046.2,371.55,1402.5,331.7,379.3,1387.4,83,732.2
2181.05,293.4,297.2,1365,930.7,1869.4,1153.85,1185.85,303.95,550.1,390.7,276.8,1448.3,1309.35,9506.4,834.15,562.85,680.3,222.25,164.45,639.75,984.4,953.15,389.3,1526.2,363.65,404.2,1406.05,77.5,795.8
2062.25,308.85,319.15,1440,1112.55,1796.15,1263.55,1240.95,342.65,649.2,383.35,301.65,1371.1,1285.35,9097.25,829.7,601.65,764.6,227.2,155.65,660.05,1019,1185.15,362.2,1813.05,369.35,409.65,1549.05,79.85,771
2005.65,265,296.7,727.85,1033.55,1912.2,1172.15,1258.2,305,612.35,338.25,324.2,1294.05,1143.5,7350.55,784.9,580.35,744.95,231.75,153.2,653.3,941.4,1043.1,373.7,1650.25,332.9,402.75,1224.7,68.2,619.5
1911.85,280.5,279.8,686.25,852.55,1762.45,986.7,1061.4,355.1,581.9,292.15,331.5,1227.25,1118,6608.95,564.9,552.4,744.15,211.25,138.05,627.9,929.05,1145.9,274.7,1665.25,319.75,408.5,1081.8,64.45,625.45
2117.15,284.35,286.25,666.5,876.25,1569.6,999.4,1168.2,355,625.75,313.55,324.85,1344.9,1232.35,7664.6,604.9,530.25,705.5,195.8,133.6,539.9,949.25,1262.3,323,1768.75,356,452.05,1254.6,55.25,641.65
2122.45,295.65,281.65,659.85,863.35,1725.35,1013.95,1121.05,360,619.8,312.9,330.25,1373.7,1254.75,7462.3,625.6,521.85,721.1,202.35,137.1,520,1047.15,1258.7,362.75,1771.25,374.45,516.6,1252.2,56.45,670.2
2081.15,293.35,278.75,749.6,894.1,1757.35,1000.25,1227.1,364.25,722.95,307.15,369.3,1412.65,1253.25,6628.05,602.85,475.95,732.85,197.5,137.15,516.25,1027.9,1324.8,346.35,1817.1,366.65,498.15,1259.65,47.05,127.55
2082.15,269.75,276.15,733.95,908.35,1722.65,1046.05,1231.55,348.8,709.35,317.95,370,1405.05,1212.45,6832.25,655.55,501.3,832,169.4,144.8,554.85,994.05,1139.95,337.6,1805.65,339.6,528.45,1269.95,48.3,118.45
2316.5,320.8,296.7,742.3,943.95,1684.2,988.85,1363.05,398.85,776.1,332.9,254.75,1491.9,1335.75,6671.7,633.15,520.85,776.2,183.75,162.7,529.3,1127.95,1220.95,396.35,1952.2,345.25,615.7,1442.9,53.7,148.25
2315.5,310.2,301.55,749.95,981.3,1713.3,965.15,1391.8,407.75,766.9,320.2,298.4,1463,1387.05,6658.7,639.35,556.45,834.7,166.85,157.8,564.25,1171.15,1215.95,378.95,1792.15,358.35,594.95,1324.05,55.85,157.1
2424.9,352.55,278.65,736.85,977.7,1788.75,994.45,1329.75,423.4,808.5,348.5,286.55,1406.7,1519.7,6863.65,583.5,487.9,760.4,160.65,165.55,559.1,1271.65,1239.6,409.15,1562.85,371.9,650.05,1307.6,50.05,184.05
2446.4,360.9,273.95,731.95,927.5,1829.2,1006.25,1252,437.25,807.65,346.7,280.4,1357.65,1476.6,6534,613.05,504.4,706.25,174.3,155.85,552.45,1310.25,1359.05,392.85,1548.8,370.25,643.7,1232.85,50.7,172.45
2251.8,332.05,270.05,794,717.3,1511.5,937.35,1166,424.5,674.4,337.8,265.35,1521.25,1519.1,5472.15,522.7,431.9,636.55,154.15,139.3,520.95,1144.05,1350.6,345.4,1669.25,367.1,608.5,1201.25,42.75,172.35
2228.9,273.7,245.55,814.6,688.75,1625.9,975.55,1248.35,410.4,663.75,347.05,254.35,1615.2,1431.7,6121.6,542.75,344.95,695.65,139.3,122.45,472.55,1204.05,1508.75,355.1,1707.55,391,606.9,1188.7,31.2,177.55
1227.35,270.9,259.7,805.3,708.05,1511.4,960.8,1332.6,433.4,684.65,367.25,239.8,1763.7,1644.35,6717.3,569.2,359.8,714.3,154.05,147.4,425.05,1514.8,1397.45,470.05,1666.4,394.1,676.55,1358.85,33.4,176.95
1229.95,312.25,257.55,685.5,712.55,1717.4,951.05,1464.2,462.85,736,374.4,259.2,1810.75,1573.15,7557.5,619.9,380.5,738.85,148.3,146.8,467.15,1658.7,1484.85,527,1775,366.05,707.4,1600.95,36.65,195.5
1274.25,341.85,246.35,695.95,699.5,1688.95,879,1550.9,511.95,739.5,442.3,237.7,1704,1614.4,7249.55,684,427.4,761.5,144.45,131.25,466.6,1470.2,1439.85,511.45,1896.9,359.85,678.35,1618.2,39.35,212.5
1271.8,333.7,237.65,731.75,799.2,1748.7,920.7,1514.1,538.75,754,455.8,245.95,1786.85,1684.5,7367.2,672.2,472,762.6,152.5,125.65,478.45,1496.85,1441.55,491.5,1846.95,341.75,761.35,1652.6,42.9,237.6
1225.7,318.55,235.25,776.35,887.9,1938.05,929.8,1411.7,525.55,729.35,496.7,236.8,1795.25,1691.05,6911.7,699.95,438.75,795.4,137.95,113.45,446.9,1500.45,1661.05,457,1930.35,315.2,762.7,1890.75,46.5,288.45
1177.6,302.9,197.6,731.35,952.95,1916.4,870.85,1328.65,496.05,696.75,524.05,221.1,1798.2,1619.65,6284,695.95,381.55,743.9,114,105.65,401.45,1302.45,1722.2,426.25,2149.1,298.55,879.7,1757.1,35.55,276.15
862,196.95,172,640.3,828.3,1430.65,664.5,1112.45,324.5,379.3,440.6,196.6,1666.7,1296.35,4287.75,551,269.75,564.95,64.75,81.65,423,1111.55,1137.85,316.05,1971.5,274.85,611.6,1470.25,23.05,232.6
1001.75,190.4,182.15,716.2,915.3,1586.3,736.5,1467.05,379.9,444.6,514.35,190.5,1760.05,1356.95,5360.3,472.1,298.45,546.1,89.6,84.25,589.5,1139.75,1394.1,370.45,2344.5,286.9,863.55,1606.9,31.9,258.8
951.25,160.3,197.45,691.35,894,1797.85,860.6,1465.2,332.1,383.2,552.4,212.55,1684.4,1223.7,5612,526,295.2,530.4,92.15,83.3,647.6,1089.85,1356.8,342.8,2364.8,344.1,861.95,1658.5,30.15,241.2
1065.7,178.4,194.6,735.9,926.05,1960.85,886.8,1703.35,351.45,406.5,559.65,219.7,1687.35,1359.8,5839.1,634.4,326.65,543.45,106.35,85.35,640.05,1095.15,1349.65,374.15,2370.9,351.8,1086.7,1727.3,30.45,318.2
1032.65,191.45,194.1,966.25,1083.35,2412.1,1153.45,2066.95,346.9,431.6,554.85,280.6,1716.65,1367.45,6260.45,918,366.4,682,113.8,88.55,720.3,1161.25,1675.35,413.8,2662.7,363.35,1273.35,1719.55,34.05,289.15
1115.2,212.15,191.25,928.5,1155.9,2451.7,1111.9,2078.55,395,496.95,513.95,271.4,1903.4,1402.15,6837.9,963.4,413.2,741.2,128.55,85.8,712.1,1160.35,1633.4,407.65,2661,369.15,1145.55,2091,38.55,325.15
1079.2,185.4,171.75,1008,1338.15,2543,1385.2,2233.75,354.9,424.5,420.9,313.6,1987.55,1268.15,6742.85,1338.5,359.75,791.7,136.9,73.95,774.75,1264.8,2149.5,353,2800.2,362.85,1131.25,2345,33.75,307.7
1183.45,189.25,165.25,1060.6,1326.9,2917.45,1381.25,2054.35,392.55,492.4,433.6,340.65,2213.05,1547.6,6956.2,1151.95,410.35,813.7,95.85,79.55,754.1,1267.8,2119.25,354.3,2564.7,356.55,1229.45,2176.5,34.35,296.3
1440.7,244.3,193.7,1100.55,1417.45,3202.4,1316.5,1929.85,472.8,602.1,463.3,350.5,2217.35,1901.65,7026.7,1194.35,577.85,876.15,121,84.55,744.65,1513.9,2338.7,372.95,2611.1,364.95,1153.75,2497.7,48.45,348.1
1436.75,274.75,209,1255.85,1657.45,3658.25,1540.7,1984.65,534.8,620.35,509.3,386.25,2764.45,1995.4,7649.7,1513.6,643.55,973.05,161.45,90.95,819.85,1576.35,2411.3,380.95,2800.7,402.4,1210.3,2790.05,74.1,376.65
1390.8,282.05,203.25,1239.65,1643.3,3959.8,1533.65,1843.15,537,663.5,553.2,418.05,2407.35,1713.45,7207.95,1526.35,601.15,961.65,161.2,93.3,825.6,1585.65,2562.05,383.85,2604,415.4,1106.4,2591.8,57.6,370
1534.35,390.2,204.05,1252.35,1599.35,3597.45,1647.05,2083.85,597.6,724.7,557.1,410.2,2277.45,1782.35,6872.65,1654.45,714.8,918.6,206.9,98,786.55,1850.15,3060.5,449.9,2429.55,397.2,1299.25,2995.8,76.5,494.4
1493.55,364.35,218.5,1367.75,2084.5,4048,1783.45,2003.2,581.25,697.5,517.3,414.2,2536.75,1754,6859.75,1918.75,811.95,991.25,228.65,91.8,815.25,1844.1,2902.9,427.95,2541.2,411.5,1206.2,2913.05,78.85,549.75
1412.2,353.45,202.7,1353.9,2105.55,3889.85,1764.75,1994.45,600.4,714.5,537.3,492.4,2540.1,1748.6,6459.8,2038.55,1033.95,961.75,257.35,90.85,911.3,1881.8,3199,422.1,2509.7,411.65,1159.75,2891.05,119.45,531.05
1516.4,424.25,216.6,1393.65,2393.1,3940.15,1943.85,2160.45,662.2,750.25,534.95,538.9,2978.15,1807.8,7087.35,2544.95,1125.65,1021.85,274.3,109.25,949.15,2083.25,3170.05,472,2740,475,1311.75,3110.65,126.55,536.35
1498.05,419.25,202.75,1581.25,2600.9,4067.6,2136.35,2110.9,630.85,748.3,525.05,545.65,2990.85,1706.4,7513.8,2934.5,1166.85,1095.1,262.75,107.95,971.95,2022.2,3618.15,468.15,2902.65,530.55,1480.9,3079.65,130.6,660.55
1425.8,431.7,205,1610.25,2863.85,4684.8,2597.6,2035.4,682.7,709,561.9,586.6,2958.55,1654.95,6978.7,3145.35,1433.75,1209.45,301.65,103.2,920.3,1953.95,4034.4,445.65,3069.7,546.35,1555.6,3775.6,142,715.6
1568.05,422.7,207.95,1697.85,3600.05,5265.3,2867.05,2270.05,713.55,783.75,620.35,632.2,3106.7,1735.9,6797.1,3313.05,1439.5,1419.35,298.8,107.35,935.05,2258.85,4755.65,472.6,3090.9,525.2,1503.35,3907.7,121.5,710.95
